font_name,family,image_path,brand_tone,industry,weight,is_free
Pacifico,script,fonts/font_0395.png,Bold,Finance,bold,True
Dancing Script,script,fonts/font_0396.png,Bold,Technology,black,True
Brush Script,script,fonts/font_0397.png,Playful,Technology,regular,True
Great Vibes,script,fonts/font_0398.png,Trustworthy,Food & Beverage,regular,True
Courier New,monospace,fonts/font_0399.png,Creative,Travel,bold,True
Source Code Pro,monospace,fonts/font_0400.png,Professional,Real Estate,medium,True
Fira Mono,monospace,fonts/font_0401.png,Innovative,Education,thin,True
IBM Plex Mono,monospace,fonts/font_0402.png,Playful,Finance,medium,True
Oswald,display,fonts/font_0403.png,Minimalist,Technology,medium,True
Bebas Neue,display,fonts/font_0404.png,Trustworthy,Finance,regular,True
Anton,display,fonts/font_0405.png,Innovative,Technology,regular,True
Impact,display,fonts/font_0406.png,Playful,Healthcare,regular,False
Abril Fatface,display,fonts/font_0407.png,Trustworthy,Food & Beverage,black,False
Playfair Display,serif,fonts/font_0408.png,Creative,Fashion,black,True
Garamond,serif,fonts/font_0409.png,Professional,Healthcare,thin,False
Times New Roman,serif,fonts/font_0410.png,Luxury,Sustainability,regular,True
Georgia,serif,fonts/font_0411.png,Creative,Travel,bold,True
Baskerville,serif,fonts/font_0412.png,Luxury,Sustainability,regular,False
Helvetica,sans-serif,fonts/font_0413.png,Minimalist,Education,black,True
Montserrat,sans-serif,fonts/font_0414.png,Luxury,Real Estate,regular,False
DM Sans,sans-serif,fonts/font_0415.png,Playful,Fashion,black,True
Inter,sans-serif,fonts/font_0416.png,Minimalist,Healthcare,regular,True
Open Sans,sans-serif,fonts/font_0417.png,Innovative,Finance,bold,True
Roboto,sans-serif,fonts/font_0418.png,Creative,Finance,thin,True
Pacifico,script,fonts/font_0419.png,Creative,Education,bold,True
Dancing Script,script,fonts/font_0420.png,Professional,Technology,black,True
Brush Script,script,fonts/font_0421.png,Minimalist,Finance,medium,False
Great Vibes,script,fonts/font_0422.png,Innovative,Travel,bold,True
Courier New,monospace,fonts/font_0423.png,Creative,Real Estate,regular,True
Source Code Pro,monospace,fonts/font_0424.png,Minimalist,Food & Beverage,thin,True
Fira Mono,monospace,fonts/font_0425.png,Bold,Travel,regular,False
IBM Plex Mono,monospace,fonts/font_0426.png,Bold,Real Estate,regular,True
Oswald,display,fonts/font_0427.png,Minimalist,Education,bold,True
Bebas Neue,display,fonts/font_0428.png,Creative,Travel,thin,False
Anton,display,fonts/font_0429.png,Trustworthy,Food & Beverage,medium,True
Impact,display,fonts/font_0430.png,Luxury,Food & Beverage,regular,True
Abril Fatface,display,fonts/font_0431.png,Bold,Retail,thin,False
Playfair Display,serif,fonts/font_0432.png,Trustworthy,Technology,medium,False
Garamond,serif,fonts/font_0433.png,Trustworthy,Education,regular,True
Times New Roman,serif,fonts/font_0434.png,Professional,Travel,thin,True
Georgia,serif,fonts/font_0435.png,Innovative,Fashion,bold,False
Baskerville,serif,fonts/font_0436.png,Playful,Fashion,regular,True
Helvetica,sans-serif,fonts/font_0437.png,Bold,Education,regular,False
Montserrat,sans-serif,fonts/font_0438.png,Minimalist,Travel,thin,True
DM Sans,sans-serif,fonts/font_0439.png,Luxury,Healthcare,regular,True
Inter,sans-serif,fonts/font_0440.png,Playful,Healthcare,medium,True
Open Sans,sans-serif,fonts/font_0441.png,Innovative,Technology,regular,False
Roboto,sans-serif,fonts/font_0442.png,Trustworthy,Travel,black,False
Pacifico,script,fonts/font_0443.png,Innovative,Food & Beverage,medium,True
Dancing Script,script,fonts/font_0444.png,Creative,Finance,thin,False
Brush Script,script,fonts/font_0445.png,Bold,Fashion,medium,True
Great Vibes,script,fonts/font_0446.png,Innovative,Travel,black,True
Courier New,monospace,fonts/font_0447.png,Innovative,Travel,black,False
Source Code Pro,monospace,fonts/font_0448.png,Luxury,Finance,regular,False
Fira Mono,monospace,fonts/font_0449.png,Creative,Finance,regular,False
IBM Plex Mono,monospace,fonts/font_0450.png,Creative,Real Estate,bold,False
Oswald,display,fonts/font_0451.png,Trustworthy,Retail,medium,True
Bebas Neue,display,fonts/font_0452.png,Luxury,Technology,bold,True
Anton,display,fonts/font_0453.png,Luxury,Fashion,black,False
Impact,display,fonts/font_0454.png,Minimalist,Finance,regular,True
Abril Fatface,display,fonts/font_0455.png,Innovative,Healthcare,regular,True
Playfair Display,serif,fonts/font_0456.png,Innovative,Education,regular,True
Garamond,serif,fonts/font_0457.png,Creative,Healthcare,thin,True
Times New Roman,serif,fonts/font_0458.png,Innovative,Real Estate,black,False
Georgia,serif,fonts/font_0459.png,Professional,Real Estate,regular,True
Baskerville,serif,fonts/font_0460.png,Luxury,Finance,black,False
Helvetica,sans-serif,fonts/font_0461.png,Playful,Real Estate,regular,True
Montserrat,sans-serif,fonts/font_0462.png,Creative,Food & Beverage,medium,True
DM Sans,sans-serif,fonts/font_0463.png,Bold,Sustainability,black,True
Inter,sans-serif,fonts/font_0464.png,Creative,Travel,bold,True
Open Sans,sans-serif,fonts/font_0465.png,Trustworthy,Travel,thin,True
Roboto,sans-serif,fonts/font_0466.png,Playful,Finance,bold,True
Pacifico,script,fonts/font_0467.png,Trustworthy,Real Estate,black,True
Dancing Script,script,fonts/font_0468.png,Minimalist,Education,regular,True
Brush Script,script,fonts/font_0469.png,Minimalist,Food & Beverage,black,True
Great Vibes,script,fonts/font_0470.png,Trustworthy,Technology,thin,True
Courier New,monospace,fonts/font_0471.png,Innovative,Real Estate,black,True
Source Code Pro,monospace,fonts/font_0472.png,Playful,Food & Beverage,regular,True
Fira Mono,monospace,fonts/font_0473.png,Innovative,Retail,bold,False
IBM Plex Mono,monospace,fonts/font_0474.png,Creative,Technology,medium,True
Oswald,display,fonts/font_0475.png,Professional,Travel,bold,False
Bebas Neue,display,fonts/font_0476.png,Minimalist,Retail,regular,False
Anton,display,fonts/font_0477.png,Minimalist,Finance,regular,True
Impact,display,fonts/font_0478.png,Playful,Fashion,thin,False
Abril Fatface,display,fonts/font_0479.png,Minimalist,Finance,black,True
Playfair Display,serif,fonts/font_0480.png,Professional,Education,black,False
Garamond,serif,fonts/font_0481.png,Professional,Food & Beverage,bold,False
Times New Roman,serif,fonts/font_0482.png,Professional,Fashion,medium,True
Georgia,serif,fonts/font_0483.png,Bold,Technology,medium,True
Baskerville,serif,fonts/font_0484.png,Professional,Technology,thin,True
Helvetica,sans-serif,fonts/font_0485.png,Professional,Retail,regular,True
Montserrat,sans-serif,fonts/font_0486.png,Bold,Education,thin,True
DM Sans,sans-serif,fonts/font_0487.png,Innovative,Travel,black,True
Inter,sans-serif,fonts/font_0488.png,Creative,Real Estate,regular,True
Open Sans,sans-serif,fonts/font_0489.png,Luxury,Real Estate,thin,True
Roboto,sans-serif,fonts/font_0490.png,Minimalist,Fashion,bold,False
Pacifico,script,fonts/font_0491.png,Professional,Education,black,False
Dancing Script,script,fonts/font_0492.png,Minimalist,Education,medium,True
Brush Script,script,fonts/font_0493.png,Playful,Technology,thin,True
Great Vibes,script,fonts/font_0494.png,Minimalist,Travel,black,True
Courier New,monospace,fonts/font_0495.png,Trustworthy,Food & Beverage,black,True
Source Code Pro,monospace,fonts/font_0496.png,Innovative,Travel,medium,False
Fira Mono,monospace,fonts/font_0497.png,Creative,Healthcare,medium,True
IBM Plex Mono,monospace,fonts/font_0498.png,Bold,Education,medium,True
Oswald,display,fonts/font_0499.png,Minimalist,Finance,thin,False
Bebas Neue,display,fonts/font_0500.png,Minimalist,Sustainability,medium,False
Anton,display,fonts/font_0501.png,Minimalist,Education,bold,True
Impact,display,fonts/font_0502.png,Luxury,Fashion,black,True
Abril Fatface,display,fonts/font_0503.png,Luxury,Finance,medium,True
Playfair Display,serif,fonts/font_0504.png,Playful,Fashion,black,True
Garamond,serif,fonts/font_0505.png,Bold,Retail,regular,False
Times New Roman,serif,fonts/font_0506.png,Minimalist,Sustainability,regular,True
Georgia,serif,fonts/font_0507.png,Minimalist,Sustainability,medium,True
Baskerville,serif,fonts/font_0508.png,Minimalist,Technology,black,False
Helvetica,sans-serif,fonts/font_0509.png,Minimalist,Education,regular,False
Montserrat,sans-serif,fonts/font_0510.png,Luxury,Technology,medium,False
DM Sans,sans-serif,fonts/font_0511.png,Innovative,Real Estate,black,True
Inter,sans-serif,fonts/font_0512.png,Innovative,Fashion,medium,True
Open Sans,sans-serif,fonts/font_0513.png,Playful,Healthcare,black,True
Roboto,sans-serif,fonts/font_0514.png,Trustworthy,Healthcare,regular,True
Pacifico,script,fonts/font_0515.png,Professional,Real Estate,medium,True
Dancing Script,script,fonts/font_0516.png,Bold,Retail,regular,True
Brush Script,script,fonts/font_0517.png,Innovative,Healthcare,medium,True
Great Vibes,script,fonts/font_0518.png,Trustworthy,Fashion,thin,False
Courier New,monospace,fonts/font_0519.png,Creative,Healthcare,regular,True
Source Code Pro,monospace,fonts/font_0520.png,Creative,Real Estate,regular,False
Fira Mono,monospace,fonts/font_0521.png,Minimalist,Finance,bold,True
IBM Plex Mono,monospace,fonts/font_0522.png,Creative,Technology,regular,False
Oswald,display,fonts/font_0523.png,Innovative,Food & Beverage,black,True
Bebas Neue,display,fonts/font_0524.png,Playful,Fashion,medium,False
Anton,display,fonts/font_0525.png,Professional,Technology,thin,True
Impact,display,fonts/font_0526.png,Innovative,Sustainability,black,True
Abril Fatface,display,fonts/font_0527.png,Playful,Travel,black,False
Playfair Display,serif,fonts/font_0528.png,Creative,Healthcare,black,True
Garamond,serif,fonts/font_0529.png,Luxury,Healthcare,black,True
Times New Roman,serif,fonts/font_0530.png,Professional,Retail,thin,False
Georgia,serif,fonts/font_0531.png,Playful,Technology,bold,False
Baskerville,serif,fonts/font_0532.png,Trustworthy,Travel,regular,True
Helvetica,sans-serif,fonts/font_0533.png,Innovative,Healthcare,black,True
Montserrat,sans-serif,fonts/font_0534.png,Luxury,Sustainability,regular,True
DM Sans,sans-serif,fonts/font_0535.png,Trustworthy,Retail,regular,True
Inter,sans-serif,fonts/font_0536.png,Playful,Technology,black,False
Open Sans,sans-serif,fonts/font_0537.png,Playful,Retail,bold,True
Roboto,sans-serif,fonts/font_0538.png,Creative,Technology,regular,True
Pacifico,script,fonts/font_0539.png,Trustworthy,Education,medium,False
Dancing Script,script,fonts/font_0540.png,Innovative,Education,regular,True
Brush Script,script,fonts/font_0541.png,Professional,Real Estate,black,True
Great Vibes,script,fonts/font_0542.png,Luxury,Fashion,thin,True
Courier New,monospace,fonts/font_0543.png,Creative,Retail,regular,True
Source Code Pro,monospace,fonts/font_0544.png,Minimalist,Real Estate,bold,True
Fira Mono,monospace,fonts/font_0545.png,Bold,Retail,medium,True
IBM Plex Mono,monospace,fonts/font_0546.png,Professional,Healthcare,medium,True
Oswald,display,fonts/font_0547.png,Creative,Food & Beverage,thin,True
Bebas Neue,display,fonts/font_0548.png,Luxury,Retail,thin,True
Anton,display,fonts/font_0549.png,Trustworthy,Healthcare,regular,True
Impact,display,fonts/font_0550.png,Playful,Travel,black,True
Abril Fatface,display,fonts/font_0551.png,Trustworthy,Education,bold,True
Playfair Display,serif,fonts/font_0552.png,Creative,Real Estate,medium,True
Garamond,serif,fonts/font_0553.png,Luxury,Food & Beverage,thin,True
Times New Roman,serif,fonts/font_0554.png,Trustworthy,Sustainability,bold,True
Georgia,serif,fonts/font_0555.png,Trustworthy,Education,black,True
Baskerville,serif,fonts/font_0556.png,Bold,Real Estate,medium,False
Helvetica,sans-serif,fonts/font_0557.png,Innovative,Food & Beverage,medium,True
Montserrat,sans-serif,fonts/font_0558.png,Creative,Sustainability,black,False
DM Sans,sans-serif,fonts/font_0559.png,Bold,Finance,medium,False
Inter,sans-serif,fonts/font_0560.png,Creative,Healthcare,black,True
Open Sans,sans-serif,fonts/font_0561.png,Minimalist,Finance,medium,True
Roboto,sans-serif,fonts/font_0562.png,Minimalist,Healthcare,regular,False
Pacifico,script,fonts/font_0563.png,Bold,Technology,black,True
Dancing Script,script,fonts/font_0564.png,Professional,Fashion,bold,False
Brush Script,script,fonts/font_0565.png,Professional,Food & Beverage,regular,True
Great Vibes,script,fonts/font_0566.png,Trustworthy,Finance,bold,True
Courier New,monospace,fonts/font_0567.png,Trustworthy,Fashion,medium,True
Source Code Pro,monospace,fonts/font_0568.png,Playful,Food & Beverage,bold,True
Fira Mono,monospace,fonts/font_0569.png,Minimalist,Real Estate,regular,True
IBM Plex Mono,monospace,fonts/font_0570.png,Creative,Technology,black,True
Oswald,display,fonts/font_0571.png,Playful,Real Estate,thin,False
Bebas Neue,display,fonts/font_0572.png,Minimalist,Healthcare,bold,False
Anton,display,fonts/font_0573.png,Bold,Fashion,thin,True
Impact,display,fonts/font_0574.png,Professional,Food & Beverage,bold,False
Abril Fatface,display,fonts/font_0575.png,Trustworthy,Retail,bold,False
Playfair Display,serif,fonts/font_0576.png,Professional,Fashion,black,False
Garamond,serif,fonts/font_0577.png,Bold,Travel,medium,True
Times New Roman,serif,fonts/font_0578.png,Playful,Sustainability,regular,False
Georgia,serif,fonts/font_0579.png,Playful,Finance,regular,True
Baskerville,serif,fonts/font_0580.png,Luxury,Food & Beverage,regular,True
Helvetica,sans-serif,fonts/font_0581.png,Trustworthy,Education,medium,False
Montserrat,sans-serif,fonts/font_0582.png,Trustworthy,Education,thin,True
DM Sans,sans-serif,fonts/font_0583.png,Creative,Sustainability,regular,True
Inter,sans-serif,fonts/font_0584.png,Trustworthy,Healthcare,thin,False
Open Sans,sans-serif,fonts/font_0585.png,Minimalist,Fashion,medium,True
Roboto,sans-serif,fonts/font_0586.png,Playful,Fashion,medium,False
Pacifico,script,fonts/font_0587.png,Bold,Education,black,False
Dancing Script,script,fonts/font_0588.png,Playful,Fashion,regular,True
Brush Script,script,fonts/font_0589.png,Professional,Sustainability,black,True
Great Vibes,script,fonts/font_0590.png,Minimalist,Fashion,regular,False
Courier New,monospace,fonts/font_0591.png,Trustworthy,Healthcare,medium,True
Source Code Pro,monospace,fonts/font_0592.png,Creative,Finance,medium,False
Fira Mono,monospace,fonts/font_0593.png,Creative,Travel,bold,False
IBM Plex Mono,monospace,fonts/font_0594.png,Creative,Finance,bold,True
Oswald,display,fonts/font_0595.png,Innovative,Travel,medium,True
Bebas Neue,display,fonts/font_0596.png,Luxury,Retail,medium,False
Anton,display,fonts/font_0597.png,Minimalist,Finance,thin,True
Impact,display,fonts/font_0598.png,Professional,Sustainability,thin,True
Abril Fatface,display,fonts/font_0599.png,Trustworthy,Technology,black,False
Playfair Display,serif,fonts/font_0600.png,Professional,Retail,bold,False
Garamond,serif,fonts/font_0601.png,Professional,Travel,bold,True
Times New Roman,serif,fonts/font_0602.png,Trustworthy,Travel,medium,True
Georgia,serif,fonts/font_0603.png,Professional,Retail,medium,True
Baskerville,serif,fonts/font_0604.png,Creative,Travel,black,False
Helvetica,sans-serif,fonts/font_0605.png,Bold,Food & Beverage,bold,False
Montserrat,sans-serif,fonts/font_0606.png,Luxury,Technology,thin,False
DM Sans,sans-serif,fonts/font_0607.png,Innovative,Sustainability,regular,True
Inter,sans-serif,fonts/font_0608.png,Professional,Food & Beverage,black,False
Open Sans,sans-serif,fonts/font_0609.png,Professional,Travel,regular,False
Roboto,sans-serif,fonts/font_0610.png,Playful,Finance,thin,True
Pacifico,script,fonts/font_0611.png,Luxury,Food & Beverage,thin,True
Dancing Script,script,fonts/font_0612.png,Minimalist,Finance,regular,False
Brush Script,script,fonts/font_0613.png,Luxury,Retail,black,True
Great Vibes,script,fonts/font_0614.png,Luxury,Fashion,regular,True
Courier New,monospace,fonts/font_0615.png,Trustworthy,Real Estate,black,True
Source Code Pro,monospace,fonts/font_0616.png,Trustworthy,Travel,black,True
Fira Mono,monospace,fonts/font_0617.png,Trustworthy,Real Estate,medium,True
IBM Plex Mono,monospace,fonts/font_0618.png,Innovative,Technology,bold,True
Oswald,display,fonts/font_0619.png,Creative,Finance,bold,False
Bebas Neue,display,fonts/font_0620.png,Luxury,Food & Beverage,thin,False
Anton,display,fonts/font_0621.png,Innovative,Real Estate,medium,False
Impact,display,fonts/font_0622.png,Professional,Healthcare,bold,True
Abril Fatface,display,fonts/font_0623.png,Trustworthy,Travel,black,False
Playfair Display,serif,fonts/font_0624.png,Professional,Real Estate,black,False
Garamond,serif,fonts/font_0625.png,Trustworthy,Food & Beverage,regular,True
Times New Roman,serif,fonts/font_0626.png,Bold,Food & Beverage,regular,True
Georgia,serif,fonts/font_0627.png,Innovative,Technology,black,True
Baskerville,serif,fonts/font_0628.png,Innovative,Education,black,False
Helvetica,sans-serif,fonts/font_0629.png,Creative,Sustainability,regular,True
Montserrat,sans-serif,fonts/font_0630.png,Minimalist,Healthcare,bold,False
DM Sans,sans-serif,fonts/font_0631.png,Playful,Real Estate,thin,True
Inter,sans-serif,fonts/font_0632.png,Luxury,Sustainability,regular,True
Open Sans,sans-serif,fonts/font_0633.png,Minimalist,Healthcare,bold,False
Roboto,sans-serif,fonts/font_0634.png,Innovative,Education,bold,True
Pacifico,script,fonts/font_0635.png,Minimalist,Real Estate,bold,True
Dancing Script,script,fonts/font_0636.png,Bold,Healthcare,medium,False
Brush Script,script,fonts/font_0637.png,Playful,Sustainability,medium,False
Great Vibes,script,fonts/font_0638.png,Creative,Finance,bold,True
Courier New,monospace,fonts/font_0639.png,Innovative,Food & Beverage,black,True
Source Code Pro,monospace,fonts/font_0640.png,Innovative,Fashion,medium,True
Fira Mono,monospace,fonts/font_0641.png,Luxury,Retail,regular,False
IBM Plex Mono,monospace,fonts/font_0642.png,Creative,Travel,medium,True
Oswald,display,fonts/font_0643.png,Creative,Fashion,black,True
Bebas Neue,display,fonts/font_0644.png,Trustworthy,Real Estate,thin,True
Anton,display,fonts/font_0645.png,Playful,Real Estate,medium,False
Impact,display,fonts/font_0646.png,Bold,Healthcare,bold,False
Abril Fatface,display,fonts/font_0647.png,Professional,Food & Beverage,bold,False
Playfair Display,serif,fonts/font_0648.png,Minimalist,Education,bold,True
Garamond,serif,fonts/font_0649.png,Creative,Technology,thin,False
Times New Roman,serif,fonts/font_0650.png,Luxury,Healthcare,black,True
Georgia,serif,fonts/font_0651.png,Innovative,Technology,regular,True
Baskerville,serif,fonts/font_0652.png,Professional,Retail,black,False
Helvetica,sans-serif,fonts/font_0653.png,Bold,Sustainability,thin,True
Montserrat,sans-serif,fonts/font_0654.png,Playful,Healthcare,bold,True
DM Sans,sans-serif,fonts/font_0655.png,Creative,Retail,black,False
Inter,sans-serif,fonts/font_0656.png,Minimalist,Travel,regular,True
Open Sans,sans-serif,fonts/font_0657.png,Creative,Healthcare,bold,True
Roboto,sans-serif,fonts/font_0658.png,Luxury,Food & Beverage,regular,True
Pacifico,script,fonts/font_0659.png,Creative,Food & Beverage,medium,True
Dancing Script,script,fonts/font_0660.png,Creative,Real Estate,regular,False
Brush Script,script,fonts/font_0661.png,Creative,Travel,bold,True
Great Vibes,script,fonts/font_0662.png,Innovative,Real Estate,medium,False
Courier New,monospace,fonts/font_0663.png,Innovative,Technology,bold,True
Source Code Pro,monospace,fonts/font_0664.png,Professional,Fashion,bold,True
Fira Mono,monospace,fonts/font_0665.png,Professional,Education,medium,True
IBM Plex Mono,monospace,fonts/font_0666.png,Minimalist,Travel,regular,False
Oswald,display,fonts/font_0667.png,Playful,Sustainability,thin,True
Bebas Neue,display,fonts/font_0668.png,Bold,Education,thin,False
Anton,display,fonts/font_0669.png,Trustworthy,Education,thin,True
Impact,display,fonts/font_0670.png,Playful,Finance,thin,False
Abril Fatface,display,fonts/font_0671.png,Playful,Healthcare,black,False
Playfair Display,serif,fonts/font_0672.png,Playful,Sustainability,thin,False
Garamond,serif,fonts/font_0673.png,Trustworthy,Travel,medium,False
Times New Roman,serif,fonts/font_0674.png,Minimalist,Real Estate,thin,True
Georgia,serif,fonts/font_0675.png,Trustworthy,Technology,bold,False
Baskerville,serif,fonts/font_0676.png,Minimalist,Healthcare,thin,True
Helvetica,sans-serif,fonts/font_0677.png,Trustworthy,Finance,regular,True
Montserrat,sans-serif,fonts/font_0678.png,Bold,Technology,medium,True
DM Sans,sans-serif,fonts/font_0679.png,Creative,Travel,medium,True
Inter,sans-serif,fonts/font_0680.png,Playful,Fashion,black,True
Open Sans,sans-serif,fonts/font_0681.png,Creative,Education,bold,True
Roboto,sans-serif,fonts/font_0682.png,Minimalist,Finance,medium,True
Pacifico,script,fonts/font_0683.png,Trustworthy,Technology,regular,True
Dancing Script,script,fonts/font_0684.png,Bold,Real Estate,thin,True
Brush Script,script,fonts/font_0685.png,Trustworthy,Finance,medium,False
Great Vibes,script,fonts/font_0686.png,Creative,Technology,regular,False
Courier New,monospace,fonts/font_0687.png,Innovative,Finance,thin,False
Source Code Pro,monospace,fonts/font_0688.png,Bold,Real Estate,black,True
Fira Mono,monospace,fonts/font_0689.png,Playful,Real Estate,medium,True
IBM Plex Mono,monospace,fonts/font_0690.png,Luxury,Sustainability,medium,False
Oswald,display,fonts/font_0691.png,Playful,Food & Beverage,regular,False
Bebas Neue,display,fonts/font_0692.png,Luxury,Education,bold,False
Anton,display,fonts/font_0693.png,Bold,Healthcare,black,True
Impact,display,fonts/font_0694.png,Innovative,Healthcare,bold,True
Abril Fatface,display,fonts/font_0695.png,Creative,Travel,medium,False
Playfair Display,serif,fonts/font_0696.png,Innovative,Retail,bold,True
Garamond,serif,fonts/font_0697.png,Minimalist,Travel,thin,True
Times New Roman,serif,fonts/font_0698.png,Innovative,Retail,black,False
Georgia,serif,fonts/font_0699.png,Professional,Finance,bold,False
Baskerville,serif,fonts/font_0700.png,Bold,Retail,thin,True
Helvetica,sans-serif,fonts/font_0701.png,Creative,Food & Beverage,regular,True
Montserrat,sans-serif,fonts/font_0702.png,Creative,Food & Beverage,bold,False
DM Sans,sans-serif,fonts/font_0703.png,Minimalist,Education,black,True
Inter,sans-serif,fonts/font_0704.png,Creative,Technology,thin,False
Open Sans,sans-serif,fonts/font_0705.png,Innovative,Healthcare,bold,False
Roboto,sans-serif,fonts/font_0706.png,Bold,Education,regular,False
Pacifico,script,fonts/font_0707.png,Playful,Food & Beverage,bold,False
Dancing Script,script,fonts/font_0708.png,Innovative,Technology,thin,True
Brush Script,script,fonts/font_0709.png,Trustworthy,Travel,bold,True
Great Vibes,script,fonts/font_0710.png,Luxury,Healthcare,black,True
Courier New,monospace,fonts/font_0711.png,Bold,Sustainability,medium,True
Source Code Pro,monospace,fonts/font_0712.png,Creative,Healthcare,thin,True
Fira Mono,monospace,fonts/font_0713.png,Minimalist,Finance,thin,True
IBM Plex Mono,monospace,fonts/font_0714.png,Playful,Fashion,thin,False
Oswald,display,fonts/font_0715.png,Professional,Healthcare,thin,True
Bebas Neue,display,fonts/font_0716.png,Playful,Food & Beverage,bold,True
Anton,display,fonts/font_0717.png,Innovative,Finance,black,True
Impact,display,fonts/font_0718.png,Luxury,Real Estate,regular,True
Abril Fatface,display,fonts/font_0719.png,Playful,Retail,black,True
Playfair Display,serif,fonts/font_0720.png,Professional,Travel,thin,True
Garamond,serif,fonts/font_0721.png,Trustworthy,Sustainability,bold,True
Times New Roman,serif,fonts/font_0722.png,Minimalist,Travel,bold,False
Georgia,serif,fonts/font_0723.png,Bold,Real Estate,thin,False
Baskerville,serif,fonts/font_0724.png,Luxury,Fashion,bold,False
Helvetica,sans-serif,fonts/font_0725.png,Professional,Healthcare,thin,True
Montserrat,sans-serif,fonts/font_0726.png,Creative,Education,black,True
DM Sans,sans-serif,fonts/font_0727.png,Innovative,Finance,medium,True
Inter,sans-serif,fonts/font_0728.png,Innovative,Sustainability,bold,True
Open Sans,sans-serif,fonts/font_0729.png,Innovative,Real Estate,thin,True
Roboto,sans-serif,fonts/font_0730.png,Creative,Fashion,thin,True
Pacifico,script,fonts/font_0731.png,Creative,Travel,bold,False
Dancing Script,script,fonts/font_0732.png,Luxury,Real Estate,regular,True
Brush Script,script,fonts/font_0733.png,Playful,Sustainability,thin,True
Great Vibes,script,fonts/font_0734.png,Luxury,Sustainability,bold,True
Courier New,monospace,fonts/font_0735.png,Innovative,Fashion,thin,True
Source Code Pro,monospace,fonts/font_0736.png,Trustworthy,Travel,regular,False
Fira Mono,monospace,fonts/font_0737.png,Professional,Food & Beverage,medium,True
IBM Plex Mono,monospace,fonts/font_0738.png,Bold,Sustainability,regular,True
Oswald,display,fonts/font_0739.png,Bold,Finance,black,True
Bebas Neue,display,fonts/font_0740.png,Luxury,Finance,bold,True
Anton,display,fonts/font_0741.png,Innovative,Retail,regular,True
Impact,display,fonts/font_0742.png,Creative,Travel,medium,False
Abril Fatface,display,fonts/font_0743.png,Minimalist,Real Estate,thin,False
Playfair Display,serif,fonts/font_0744.png,Trustworthy,Finance,bold,False
Garamond,serif,fonts/font_0745.png,Luxury,Fashion,regular,True
Times New Roman,serif,fonts/font_0746.png,Innovative,Real Estate,medium,True
Georgia,serif,fonts/font_0747.png,Playful,Travel,regular,True
Baskerville,serif,fonts/font_0748.png,Bold,Fashion,black,False
Helvetica,sans-serif,fonts/font_0749.png,Bold,Healthcare,bold,False
Montserrat,sans-serif,fonts/font_0750.png,Trustworthy,Technology,thin,False
DM Sans,sans-serif,fonts/font_0751.png,Bold,Finance,medium,True
Inter,sans-serif,fonts/font_0752.png,Minimalist,Finance,regular,True
Open Sans,sans-serif,fonts/font_0753.png,Innovative,Retail,bold,True
Roboto,sans-serif,fonts/font_0754.png,Innovative,Food & Beverage,regular,True
Pacifico,script,fonts/font_0755.png,Trustworthy,Retail,bold,True
Dancing Script,script,fonts/font_0756.png,Innovative,Travel,black,True
Brush Script,script,fonts/font_0757.png,Creative,Retail,regular,False
Great Vibes,script,fonts/font_0758.png,Trustworthy,Food & Beverage,black,True
Courier New,monospace,fonts/font_0759.png,Innovative,Food & Beverage,medium,True
Source Code Pro,monospace,fonts/font_0760.png,Minimalist,Sustainability,black,True
Fira Mono,monospace,fonts/font_0761.png,Professional,Sustainability,bold,True
IBM Plex Mono,monospace,fonts/font_0762.png,Luxury,Technology,medium,False
Oswald,display,fonts/font_0763.png,Luxury,Fashion,regular,True
Bebas Neue,display,fonts/font_0764.png,Innovative,Healthcare,regular,True
Anton,display,fonts/font_0765.png,Playful,Food & Beverage,bold,False
Impact,display,fonts/font_0766.png,Bold,Healthcare,thin,True
Abril Fatface,display,fonts/font_0767.png,Minimalist,Finance,thin,True
Playfair Display,serif,fonts/font_0768.png,Playful,Education,regular,False
Garamond,serif,fonts/font_0769.png,Creative,Technology,bold,False
Times New Roman,serif,fonts/font_0770.png,Playful,Travel,thin,True
Georgia,serif,fonts/font_0771.png,Innovative,Real Estate,black,True
Baskerville,serif,fonts/font_0772.png,Minimalist,Healthcare,regular,True
Helvetica,sans-serif,fonts/font_0773.png,Luxury,Retail,black,False
Montserrat,sans-serif,fonts/font_0774.png,Bold,Food & Beverage,bold,True
DM Sans,sans-serif,fonts/font_0775.png,Luxury,Healthcare,black,False
Inter,sans-serif,fonts/font_0776.png,Playful,Real Estate,thin,False
Open Sans,sans-serif,fonts/font_0777.png,Creative,Food & Beverage,thin,False
Roboto,sans-serif,fonts/font_0778.png,Bold,Travel,medium,True
Pacifico,script,fonts/font_0779.png,Professional,Education,regular,True
Dancing Script,script,fonts/font_0780.png,Playful,Retail,bold,True
Brush Script,script,fonts/font_0781.png,Luxury,Healthcare,regular,False
Great Vibes,script,fonts/font_0782.png,Luxury,Sustainability,black,True
Courier New,monospace,fonts/font_0783.png,Innovative,Technology,bold,True
Source Code Pro,monospace,fonts/font_0784.png,Luxury,Healthcare,bold,True
Fira Mono,monospace,fonts/font_0785.png,Minimalist,Healthcare,thin,True
IBM Plex Mono,monospace,fonts/font_0786.png,Playful,Real Estate,black,True
Oswald,display,fonts/font_0787.png,Trustworthy,Real Estate,thin,True
Bebas Neue,display,fonts/font_0788.png,Trustworthy,Technology,thin,True
