company,industry,region,audience,tone,revenue_stage,team_size,founded_year,has_brand_kit
Startup_0727,Technology,India,Enterprise,Playful,Public,303,2015,True
Startup_0728,Real Estate,Asia,SMB,Bold,Series B,99,2013,True
Startup_0729,Travel,North America,D2C,Bold,Series C,98,2010,True
Startup_0730,Food & Beverage,Global,D2C,Professional,Series A,27,2013,True
Startup_0731,Technology,Global,D2C,Creative,Series C,177,2015,True
Startup_0732,Travel,Global,D2C,Luxury,Seed,177,2020,True
Startup_0733,Real Estate,Middle East,D2C,Luxury,Seed,14,2012,True
Startup_0734,Technology,North America,B2C,Innovative,Series C,159,2022,True
Startup_0735,Retail,Middle East,Enterprise,Trustworthy,Series A,225,2024,True
Startup_0736,Education,India,D2C,Innovative,Pre-seed,226,2022,False
Startup_0737,Finance,Global,B2C,Luxury,Series A,455,2010,False
Startup_0738,Healthcare,India,SMB,Bold,Public,485,2021,False
Startup_0739,Finance,India,SMB,Bold,Series A,195,2011,False
Startup_0740,Retail,Global,B2C,Trustworthy,Series C,126,2015,False
Startup_0741,Real Estate,Europe,B2C,Playful,Series A,8,2010,True
Startup_0742,Education,Middle East,B2C,Innovative,Seed,313,2015,False
Startup_0743,Real Estate,North America,SMB,Trustworthy,Series C,287,2024,False
Startup_0744,Technology,Global,D2C,Creative,Public,239,2010,False
Startup_0745,Healthcare,North America,Enterprise,Professional,Series C,56,2010,False
Startup_0746,Finance,North America,D2C,Innovative,Series C,219,2015,True
Startup_0747,Technology,Europe,B2B,Bold,Series A,218,2022,False
Startup_0748,Education,Europe,B2C,Minimalist,Series B,418,2010,False
Startup_0749,Healthcare,Middle East,D2C,Innovative,Public,171,2021,False
Startup_0750,Fashion,Europe,Enterprise,Minimalist,Public,7,2018,True
Startup_0751,Education,Global,D2C,Trustworthy,Pre-seed,265,2011,True
Startup_0752,Education,India,B2B,Professional,Public,330,2018,False
Startup_0753,Real Estate,North America,B2B,Creative,Pre-seed,129,2014,False
Startup_0754,Fashion,India,D2C,Trustworthy,Seed,76,2014,True
Startup_0755,Technology,Europe,Enterprise,Minimalist,Series C,217,2019,False
Startup_0756,Education,North America,D2C,Creative,Pre-seed,327,2017,True
Startup_0757,Travel,Asia,B2C,Minimalist,Series A,41,2010,True
Startup_0758,Travel,India,Enterprise,Creative,Public,185,2018,False
Startup_0759,Real Estate,Asia,SMB,Professional,Series A,81,2023,False
Startup_0760,Retail,Middle East,Enterprise,Innovative,Series A,274,2010,False
Startup_0761,Finance,Global,D2C,Creative,Public,345,2014,False
Startup_0762,Education,India,D2C,Bold,Seed,392,2017,False
Startup_0763,Retail,North America,SMB,Bold,Series C,297,2010,True
Startup_0764,Technology,North America,B2B,Playful,Pre-seed,105,2014,True
Startup_0765,Real Estate,Global,D2C,Bold,Series C,315,2022,False
Startup_0766,Healthcare,Asia,B2B,Trustworthy,Series C,447,2021,True
Startup_0767,Food & Beverage,North America,B2B,Minimalist,Series A,348,2012,True
Startup_0768,Education,Global,B2C,Creative,Pre-seed,459,2017,False
Startup_0769,Retail,India,B2B,Trustworthy,Seed,311,2022,False
Startup_0770,Healthcare,Europe,Enterprise,Creative,Series C,10,2012,True
Startup_0771,Travel,Europe,B2B,Minimalist,Public,308,2021,False
Startup_0772,Education,Global,B2C,Playful,Series B,139,2017,True
Startup_0773,Sustainability,North America,D2C,Professional,Series A,50,2020,True
Startup_0774,Real Estate,Middle East,D2C,Trustworthy,Series B,159,2020,False
Startup_0775,Retail,India,SMB,Creative,Seed,266,2024,False
Startup_0776,Technology,Middle East,B2B,Minimalist,Seed,175,2024,True
Startup_0777,Finance,Asia,Enterprise,Bold,Seed,379,2011,False
Startup_0778,Sustainability,Global,SMB,Bold,Seed,383,2019,False
Startup_0779,Education,North America,SMB,Trustworthy,Pre-seed,283,2023,False
Startup_0780,Fashion,Global,B2C,Trustworthy,Series B,193,2012,False
Startup_0781,Fashion,Asia,D2C,Trustworthy,Series A,163,2022,True
Startup_0782,Fashion,Middle East,B2B,Bold,Series B,228,2010,False
Startup_0783,Travel,India,B2B,Minimalist,Pre-seed,129,2010,True
Startup_0784,Finance,Middle East,D2C,Luxury,Series C,28,2013,True
Startup_0785,Retail,Europe,B2C,Minimalist,Seed,85,2014,False
Startup_0786,Sustainability,Middle East,B2C,Minimalist,Series C,217,2023,True
Startup_0787,Food & Beverage,Middle East,B2C,Luxury,Seed,412,2012,False
Startup_0788,Food & Beverage,Middle East,Enterprise,Luxury,Series A,170,2011,False
Startup_0789,Education,Middle East,B2B,Bold,Seed,84,2010,False
Startup_0790,Finance,India,B2C,Trustworthy,Seed,19,2012,False
Startup_0791,Fashion,North America,B2C,Bold,Public,307,2010,False
Startup_0792,Technology,India,D2C,Bold,Series C,300,2019,False
Startup_0793,Technology,Global,SMB,Minimalist,Public,42,2019,False
Startup_0794,Technology,Asia,SMB,Innovative,Series C,461,2015,False
Startup_0795,Travel,Europe,SMB,Professional,Series C,361,2022,False
Startup_0796,Education,North America,B2B,Innovative,Pre-seed,19,2020,True
Startup_0797,Finance,Global,Enterprise,Trustworthy,Seed,190,2012,False
Startup_0798,Technology,Global,B2B,Playful,Series C,201,2021,False
Startup_0799,Retail,Europe,D2C,Professional,Pre-seed,357,2013,False
Startup_0800,Finance,Europe,B2C,Luxury,Public,487,2017,False
Startup_0801,Healthcare,North America,B2B,Minimalist,Public,54,2019,False
Startup_0802,Finance,Global,SMB,Innovative,Series A,81,2024,False
Startup_0803,Fashion,Global,Enterprise,Minimalist,Series A,310,2014,True
Startup_0804,Healthcare,North America,D2C,Playful,Seed,270,2020,False
Startup_0805,Finance,Global,B2C,Trustworthy,Series C,283,2014,False
Startup_0806,Food & Beverage,Asia,Enterprise,Professional,Seed,113,2017,True
Startup_0807,Real Estate,India,B2B,Creative,Seed,91,2019,False
Startup_0808,Travel,North America,B2B,Luxury,Seed,248,2019,False
Startup_0809,Sustainability,Global,Enterprise,Playful,Pre-seed,57,2021,False
Startup_0810,Retail,Asia,Enterprise,Minimalist,Seed,342,2023,False
Startup_0811,Education,Middle East,B2C,Playful,Public,190,2021,True
Startup_0812,Food & Beverage,North America,SMB,Bold,Series A,435,2020,False
Startup_0813,Healthcare,India,Enterprise,Professional,Series C,150,2022,True
Startup_0814,Healthcare,Middle East,B2C,Luxury,Series B,265,2019,False
Startup_0815,Healthcare,Middle East,Enterprise,Bold,Series B,226,2013,True
Startup_0816,Education,Middle East,Enterprise,Professional,Series B,455,2022,False
Startup_0817,Food & Beverage,Middle East,SMB,Bold,Series C,193,2017,False
Startup_0818,Travel,Europe,B2C,Playful,Seed,435,2019,False
Startup_0819,Travel,India,B2B,Luxury,Public,387,2014,False
Startup_0820,Education,Asia,B2C,Innovative,Series C,329,2015,False
Startup_0821,Fashion,North America,B2C,Playful,Series C,71,2010,False
Startup_0822,Real Estate,Asia,B2C,Playful,Public,7,2018,False
Startup_0823,Retail,Europe,SMB,Trustworthy,Pre-seed,23,2013,True
Startup_0824,Technology,Middle East,SMB,Professional,Public,474,2010,False
Startup_0825,Healthcare,Global,D2C,Luxury,Series C,175,2016,False
Startup_0826,Sustainability,North America,B2B,Luxury,Pre-seed,96,2019,False
Startup_0827,Education,India,SMB,Playful,Series A,190,2013,False
Startup_0828,Sustainability,North America,SMB,Trustworthy,Pre-seed,420,2014,True
Startup_0829,Healthcare,North America,B2C,Luxury,Series B,499,2020,True
Startup_0830,Retail,Asia,B2C,Minimalist,Pre-seed,319,2016,False
Startup_0831,Travel,Global,Enterprise,Trustworthy,Series A,70,2016,True
Startup_0832,Travel,Middle East,Enterprise,Luxury,Series C,87,2018,True
Startup_0833,Travel,India,Enterprise,Playful,Series B,58,2018,True
Startup_0834,Travel,North America,SMB,Minimalist,Pre-seed,113,2016,True
Startup_0835,Technology,Europe,Enterprise,Trustworthy,Public,154,2021,True
Startup_0836,Travel,Europe,B2B,Minimalist,Seed,467,2019,False
Startup_0837,Finance,Global,Enterprise,Professional,Public,330,2018,False
Startup_0838,Fashion,Middle East,D2C,Playful,Series C,154,2014,True
Startup_0839,Travel,Global,D2C,Luxury,Series B,94,2011,False
Startup_0840,Fashion,North America,B2C,Innovative,Series B,375,2018,True
Startup_0841,Travel,Middle East,SMB,Minimalist,Pre-seed,162,2015,False
Startup_0842,Education,North America,D2C,Playful,Series C,364,2015,False
Startup_0843,Sustainability,India,B2B,Professional,Series C,9,2018,True
Startup_0844,Real Estate,Europe,B2C,Bold,Seed,361,2024,True
Startup_0845,Healthcare,Global,D2C,Bold,Seed,121,2022,False
Startup_0846,Retail,Asia,Enterprise,Luxury,Series B,142,2024,True
Startup_0847,Retail,Global,D2C,Creative,Public,318,2010,False
Startup_0848,Sustainability,Middle East,D2C,Bold,Series B,393,2024,False
Startup_0849,Retail,India,B2C,Minimalist,Series A,241,2011,False
Startup_0850,Fashion,Europe,SMB,Innovative,Series B,118,2020,True
Startup_0851,Finance,India,Enterprise,Minimalist,Seed,115,2012,False
Startup_0852,Finance,Global,Enterprise,Playful,Pre-seed,362,2010,True
Startup_0853,Education,Global,Enterprise,Luxury,Series A,493,2013,True
Startup_0854,Food & Beverage,Asia,Enterprise,Innovative,Series B,28,2011,False
Startup_0855,Retail,North America,SMB,Playful,Seed,311,2012,True
Startup_0856,Real Estate,North America,Enterprise,Creative,Public,388,2021,True
Startup_0857,Sustainability,India,SMB,Innovative,Series A,290,2017,False
Startup_0858,Retail,India,B2C,Playful,Pre-seed,224,2020,True
Startup_0859,Fashion,Middle East,B2B,Trustworthy,Pre-seed,157,2013,False
Startup_0860,Finance,India,SMB,Luxury,Public,214,2018,False
Startup_0861,Sustainability,North America,Enterprise,Innovative,Seed,181,2015,True
Startup_0862,Retail,Global,B2C,Innovative,Series C,286,2024,False
Startup_0863,Real Estate,India,B2C,Playful,Public,94,2021,True
Startup_0864,Education,Europe,D2C,Creative,Seed,190,2010,False
Startup_0865,Sustainability,Europe,D2C,Creative,Seed,245,2015,True
Startup_0866,Finance,North America,B2B,Innovative,Seed,330,2016,False
Startup_0867,Healthcare,India,B2B,Bold,Series C,318,2021,False
Startup_0868,Retail,Global,D2C,Professional,Series B,151,2024,True
Startup_0869,Education,India,D2C,Playful,Series B,201,2013,False
Startup_0870,Real Estate,India,B2C,Innovative,Pre-seed,314,2017,True
Startup_0871,Healthcare,Europe,SMB,Minimalist,Series B,46,2024,False
Startup_0872,Travel,North America,D2C,Trustworthy,Seed,82,2024,False
Startup_0873,Sustainability,Middle East,Enterprise,Minimalist,Public,216,2021,False
Startup_0874,Healthcare,Global,SMB,Trustworthy,Series B,232,2024,False
Startup_0875,Education,Europe,SMB,Bold,Series C,31,2019,False
Startup_0876,Education,North America,Enterprise,Playful,Public,464,2012,False
Startup_0877,Real Estate,North America,Enterprise,Trustworthy,Series B,143,2016,True
Startup_0878,Food & Beverage,Middle East,Enterprise,Creative,Seed,218,2016,False
Startup_0879,Healthcare,Asia,B2C,Playful,Series B,337,2024,False
Startup_0880,Technology,Middle East,D2C,Luxury,Public,498,2013,True
Startup_0881,Food & Beverage,Middle East,D2C,Creative,Pre-seed,433,2010,True
Startup_0882,Food & Beverage,North America,B2C,Playful,Series B,147,2021,False
Startup_0883,Retail,Asia,SMB,Creative,Pre-seed,161,2019,True
Startup_0884,Finance,Asia,B2C,Playful,Series A,367,2019,False
Startup_0885,Travel,India,D2C,Minimalist,Series C,167,2015,True
Startup_0886,Food & Beverage,Middle East,B2B,Luxury,Pre-seed,117,2024,False
Startup_0887,Technology,Middle East,B2C,Creative,Public,54,2019,True
Startup_0888,Fashion,Asia,B2B,Playful,Series A,144,2021,True
Startup_0889,Sustainability,Asia,B2B,Innovative,Series A,422,2021,False
Startup_0890,Real Estate,Global,Enterprise,Bold,Seed,379,2021,False
Startup_0891,Food & Beverage,Asia,Enterprise,Trustworthy,Series A,306,2016,False
Startup_0892,Technology,North America,Enterprise,Playful,Series C,34,2012,True
Startup_0893,Sustainability,North America,B2B,Luxury,Series C,270,2021,True
Startup_0894,Education,North America,D2C,Bold,Series C,200,2014,False
Startup_0895,Retail,Global,Enterprise,Bold,Series C,193,2017,False
Startup_0896,Real Estate,Middle East,Enterprise,Bold,Seed,148,2016,False
Startup_0897,Finance,Global,SMB,Minimalist,Series B,86,2011,False
Startup_0898,Technology,Global,B2B,Minimalist,Public,57,2013,False
Startup_0899,Real Estate,Asia,B2B,Bold,Public,294,2016,False
Startup_0900,Fashion,North America,Enterprise,Innovative,Pre-seed,59,2023,False
Startup_0901,Education,India,SMB,Minimalist,Seed,10,2020,True
Startup_0902,Fashion,Asia,SMB,Bold,Public,133,2018,False
Startup_0903,Retail,Global,B2C,Bold,Seed,480,2016,False
Startup_0904,Fashion,Asia,B2C,Professional,Pre-seed,72,2017,False
Startup_0905,Healthcare,Global,Enterprise,Minimalist,Public,398,2019,False
Startup_0906,Real Estate,Asia,B2B,Professional,Pre-seed,192,2021,True
Startup_0907,Food & Beverage,North America,SMB,Innovative,Series B,105,2021,True
Startup_0908,Technology,Europe,SMB,Innovative,Series B,248,2018,True
Startup_0909,Education,India,SMB,Creative,Series C,320,2020,False
Startup_0910,Retail,India,B2B,Bold,Public,62,2022,False
Startup_0911,Food & Beverage,Europe,B2C,Bold,Series B,421,2024,False
Startup_0912,Travel,India,Enterprise,Professional,Series B,265,2010,False
Startup_0913,Retail,North America,B2C,Luxury,Pre-seed,91,2012,False
Startup_0914,Finance,Asia,SMB,Bold,Series A,284,2015,False
Startup_0915,Fashion,Europe,SMB,Innovative,Series C,497,2017,False
Startup_0916,Technology,Asia,B2B,Innovative,Series C,411,2020,False
Startup_0917,Food & Beverage,Global,B2B,Creative,Seed,46,2023,False
Startup_0918,Retail,India,B2B,Minimalist,Series B,427,2024,True
Startup_0919,Food & Beverage,Middle East,Enterprise,Playful,Series B,271,2016,False
Startup_0920,Healthcare,India,D2C,Creative,Pre-seed,469,2021,False
Startup_0921,Travel,India,D2C,Trustworthy,Series B,363,2015,False
Startup_0922,Healthcare,Europe,Enterprise,Innovative,Seed,494,2013,False
Startup_0923,Healthcare,Asia,Enterprise,Playful,Pre-seed,477,2017,True
Startup_0924,Education,Europe,Enterprise,Playful,Series C,73,2019,False
Startup_0925,Real Estate,North America,B2C,Creative,Series B,377,2013,False
Startup_0926,Food & Beverage,Asia,Enterprise,Professional,Series B,53,2015,False
Startup_0927,Real Estate,North America,B2C,Bold,Seed,454,2023,True
Startup_0928,Travel,North America,B2B,Creative,Public,182,2021,True
Startup_0929,Healthcare,Europe,SMB,Innovative,Seed,308,2012,True
Startup_0930,Education,India,D2C,Innovative,Pre-seed,462,2021,False
Startup_0931,Education,Global,SMB,Luxury,Series C,131,2021,False
Startup_0932,Healthcare,Middle East,D2C,Minimalist,Public,49,2016,False
Startup_0933,Sustainability,Global,B2B,Creative,Public,463,2021,True
Startup_0934,Travel,India,D2C,Playful,Seed,434,2024,False
Startup_0935,Travel,India,B2B,Trustworthy,Seed,188,2015,True
Startup_0936,Food & Beverage,Asia,SMB,Playful,Series C,324,2016,False
Startup_0937,Education,Europe,B2C,Minimalist,Series A,81,2024,True
Startup_0938,Retail,Asia,D2C,Playful,Pre-seed,138,2014,True
Startup_0939,Retail,Middle East,Enterprise,Professional,Public,104,2014,False
Startup_0940,Education,Europe,B2C,Creative,Series A,3,2011,True
Startup_0941,Finance,Global,B2C,Bold,Series C,76,2015,True
Startup_0942,Fashion,Global,B2B,Bold,Public,473,2010,False
Startup_0943,Real Estate,Global,SMB,Luxury,Public,428,2016,False
Startup_0944,Real Estate,India,Enterprise,Creative,Series B,222,2012,False
Startup_0945,Technology,North America,SMB,Creative,Public,271,2011,True
Startup_0946,Fashion,India,SMB,Professional,Pre-seed,497,2020,False
Startup_0947,Technology,India,B2C,Creative,Series C,425,2016,False
Startup_0948,Travel,Europe,Enterprise,Luxury,Series C,440,2018,True
Startup_0949,Food & Beverage,India,D2C,Playful,Public,253,2010,False
Startup_0950,Fashion,Middle East,Enterprise,Innovative,Pre-seed,316,2015,False
Startup_0951,Technology,India,B2B,Trustworthy,Series A,471,2017,False
Startup_0952,Food & Beverage,North America,B2C,Bold,Series B,304,2011,False
Startup_0953,Technology,Europe,Enterprise,Trustworthy,Series A,369,2014,False
Startup_0954,Healthcare,Global,B2B,Luxury,Seed,419,2024,False
Startup_0955,Finance,Middle East,D2C,Trustworthy,Series A,384,2022,False
Startup_0956,Finance,Global,SMB,Luxury,Seed,385,2022,False
Startup_0957,Retail,Europe,SMB,Professional,Pre-seed,165,2021,False
Startup_0958,Real Estate,North America,B2B,Trustworthy,Public,34,2013,False
Startup_0959,Healthcare,Asia,B2C,Innovative,Seed,360,2019,False
Startup_0960,Real Estate,Middle East,SMB,Playful,Series C,192,2021,False
Startup_0961,Travel,North America,B2C,Minimalist,Public,236,2012,False
Startup_0962,Retail,Global,B2C,Professional,Public,19,2019,True
Startup_0963,Real Estate,Asia,SMB,Professional,Public,407,2017,False
Startup_0964,Technology,Global,D2C,Playful,Seed,218,2011,False
Startup_0965,Finance,North America,Enterprise,Creative,Series C,358,2010,True
Startup_0966,Fashion,Asia,SMB,Minimalist,Series C,6,2010,False
Startup_0967,Healthcare,Asia,Enterprise,Professional,Series A,289,2019,True
Startup_0968,Education,Europe,B2C,Luxury,Public,373,2014,False
Startup_0969,Fashion,India,D2C,Luxury,Public,178,2018,False
Startup_0970,Education,India,B2C,Creative,Series B,421,2013,False
Startup_0971,Technology,North America,D2C,Luxury,Public,74,2024,True
Startup_0972,Finance,Asia,B2B,Innovative,Series A,271,2016,False
Startup_0973,Sustainability,India,D2C,Innovative,Series A,321,2011,True
Startup_0974,Healthcare,North America,D2C,Trustworthy,Series C,33,2012,False
Startup_0975,Sustainability,North America,B2C,Luxury,Series B,138,2019,False
Startup_0976,Finance,Middle East,SMB,Minimalist,Series C,472,2020,False
Startup_0977,Travel,Europe,SMB,Trustworthy,Public,110,2018,True
Startup_0978,Education,Europe,Enterprise,Innovative,Series B,305,2014,False
Startup_0979,Technology,Global,B2B,Playful,Seed,309,2015,False
Startup_0980,Fashion,Asia,D2C,Playful,Series C,110,2012,False
Startup_0981,Healthcare,India,Enterprise,Minimalist,Series A,138,2022,False
Startup_0982,Travel,Asia,D2C,Playful,Series C,470,2015,True
Startup_0983,Travel,India,D2C,Luxury,Pre-seed,109,2020,False
Startup_0984,Food & Beverage,India,B2B,Minimalist,Pre-seed,33,2022,False
Startup_0985,Retail,India,B2B,Luxury,Pre-seed,365,2020,False
Startup_0986,Travel,Global,Enterprise,Playful,Series A,139,2019,False
Startup_0987,Travel,India,SMB,Trustworthy,Series A,94,2017,True
Startup_0988,Finance,India,D2C,Professional,Pre-seed,483,2023,False
Startup_0989,Sustainability,Middle East,B2C,Minimalist,Public,215,2019,False
Startup_0990,Food & Beverage,Middle East,Enterprise,Bold,Series A,70,2010,False
Startup_0991,Retail,India,D2C,Creative,Public,268,2019,False
Startup_0992,Healthcare,Global,B2B,Trustworthy,Series A,187,2017,False
Startup_0993,Sustainability,North America,B2B,Bold,Series A,285,2017,True
Startup_0994,Food & Beverage,North America,B2B,Innovative,Pre-seed,345,2016,True
Startup_0995,Fashion,Europe,B2B,Creative,Seed,163,2013,False
Startup_0996,Travel,India,SMB,Luxury,Public,438,2010,True
Startup_0997,Travel,North America,SMB,Playful,Public,107,2019,True
Startup_0998,Finance,Europe,D2C,Luxury,Seed,297,2011,False
Startup_0999,Fashion,North America,D2C,Innovative,Series B,193,2021,False
Startup_1000,Fashion,Europe,Enterprise,Innovative,Series C,373,2022,True
Startup_1001,Education,Asia,B2B,Bold,Seed,139,2019,False
Startup_1002,Retail,North America,B2B,Trustworthy,Series B,283,2012,False
Startup_1003,Travel,India,B2C,Minimalist,Seed,44,2014,False
Startup_1004,Retail,India,B2C,Creative,Pre-seed,234,2012,True
Startup_1005,Sustainability,Middle East,B2B,Luxury,Series B,456,2024,True
Startup_1006,Retail,Asia,B2C,Creative,Pre-seed,429,2023,True
Startup_1007,Healthcare,Asia,B2C,Playful,Pre-seed,328,2022,False
Startup_1008,Sustainability,North America,B2B,Bold,Series B,113,2017,False
Startup_1009,Healthcare,Europe,SMB,Creative,Public,442,2015,False
Startup_1010,Healthcare,Global,SMB,Minimalist,Public,372,2012,False
Startup_1011,Real Estate,Middle East,D2C,Luxury,Series B,433,2011,False
Startup_1012,Education,Asia,SMB,Minimalist,Seed,336,2023,True
Startup_1013,Travel,Asia,B2B,Professional,Seed,63,2012,True
Startup_1014,Finance,Global,B2C,Bold,Series C,367,2011,False
Startup_1015,Retail,India,B2B,Trustworthy,Seed,238,2021,False
Startup_1016,Finance,Global,Enterprise,Luxury,Public,446,2012,True
Startup_1017,Fashion,India,B2C,Minimalist,Series B,196,2018,True
Startup_1018,Retail,Europe,B2B,Trustworthy,Seed,302,2024,False
Startup_1019,Technology,North America,D2C,Creative,Series B,190,2010,True
Startup_1020,Sustainability,Europe,D2C,Luxury,Series C,219,2012,False
Startup_1021,Healthcare,North America,B2C,Trustworthy,Series B,200,2016,False
Startup_1022,Real Estate,Middle East,SMB,Playful,Series C,387,2011,False
Startup_1023,Healthcare,Global,D2C,Creative,Series C,203,2022,True
Startup_1024,Education,Asia,Enterprise,Creative,Series C,351,2021,False
Startup_1025,Finance,Europe,B2C,Playful,Pre-seed,48,2012,True
Startup_1026,Fashion,North America,Enterprise,Luxury,Public,256,2015,True
Startup_1027,Retail,Global,B2C,Bold,Series A,324,2021,True
Startup_1028,Technology,Middle East,SMB,Innovative,Public,231,2011,False
Startup_1029,Retail,Europe,B2B,Creative,Series B,286,2010,True
Startup_1030,Fashion,Asia,B2C,Luxury,Public,192,2019,False
Startup_1031,Travel,Middle East,B2B,Trustworthy,Seed,26,2011,True
Startup_1032,Technology,India,B2C,Luxury,Series A,111,2020,True
Startup_1033,Food & Beverage,Asia,SMB,Luxury,Public,261,2021,False
Startup_1034,Retail,India,Enterprise,Luxury,Series A,432,2022,False
Startup_1035,Fashion,Middle East,B2B,Bold,Public,70,2013,False
Startup_1036,Technology,Middle East,Enterprise,Professional,Pre-seed,64,2014,True
Startup_1037,Education,India,B2C,Professional,Series B,263,2010,False
Startup_1038,Technology,North America,B2C,Minimalist,Series B,340,2013,True
Startup_1039,Retail,Global,SMB,Creative,Seed,19,2014,True
Startup_1040,Finance,Middle East,B2C,Creative,Pre-seed,373,2013,False
Startup_1041,Sustainability,Europe,SMB,Bold,Public,359,2011,True
Startup_1042,Travel,Global,B2C,Bold,Public,37,2010,False
Startup_1043,Finance,Europe,Enterprise,Trustworthy,Public,333,2013,False
Startup_1044,Retail,Middle East,B2C,Bold,Public,89,2023,False
Startup_1045,Healthcare,Global,B2B,Playful,Series A,186,2011,False
Startup_1046,Technology,India,D2C,Bold,Public,159,2023,False
Startup_1047,Technology,India,B2B,Trustworthy,Series B,249,2019,False
Startup_1048,Finance,Asia,B2B,Trustworthy,Pre-seed,399,2018,True
Startup_1049,Fashion,India,SMB,Trustworthy,Series C,296,2013,False
Startup_1050,Finance,North America,B2C,Playful,Series B,387,2023,True
Startup_1051,Technology,North America,Enterprise,Professional,Public,379,2012,True
Startup_1052,Food & Beverage,Europe,B2C,Professional,Series A,291,2024,False
Startup_1053,Technology,Middle East,D2C,Playful,Series C,59,2016,False
Startup_1054,Sustainability,Europe,B2C,Trustworthy,Series C,374,2020,True
Startup_1055,Travel,Middle East,D2C,Luxury,Public,213,2023,False
Startup_1056,Food & Beverage,Europe,D2C,Creative,Series C,357,2024,False
Startup_1057,Sustainability,Middle East,B2B,Professional,Public,373,2012,True
Startup_1058,Food & Beverage,Middle East,D2C,Luxury,Series A,216,2019,False
Startup_1059,Technology,Europe,D2C,Trustworthy,Pre-seed,420,2021,True
Startup_1060,Real Estate,Asia,Enterprise,Minimalist,Series B,291,2017,False
Startup_1061,Healthcare,North America,SMB,Playful,Pre-seed,470,2014,False
Startup_1062,Technology,India,B2C,Innovative,Public,382,2013,False
Startup_1063,Travel,North America,Enterprise,Trustworthy,Series A,359,2010,True
Startup_1064,Fashion,India,SMB,Minimalist,Seed,495,2014,False
Startup_1065,Retail,Middle East,B2B,Playful,Public,137,2018,False
Startup_1066,Healthcare,Global,Enterprise,Minimalist,Series B,300,2017,True
Startup_1067,Finance,Europe,Enterprise,Minimalist,Series B,320,2023,True
Startup_1068,Finance,Europe,B2B,Bold,Public,256,2023,False
Startup_1069,Healthcare,India,D2C,Trustworthy,Seed,372,2013,True
Startup_1070,Technology,Europe,B2B,Trustworthy,Series C,191,2018,False
Startup_1071,Sustainability,Europe,B2C,Trustworthy,Series B,351,2016,True
Startup_1072,Real Estate,Europe,B2B,Innovative,Series B,112,2011,True
Startup_1073,Finance,North America,Enterprise,Professional,Public,277,2020,False
Startup_1074,Food & Beverage,Europe,B2B,Playful,Series B,181,2016,False
Startup_1075,Food & Beverage,Asia,B2C,Professional,Series A,85,2024,True
Startup_1076,Retail,India,D2C,Trustworthy,Seed,472,2013,False
Startup_1077,Retail,North America,D2C,Bold,Series B,85,2022,False
Startup_1078,Technology,North America,SMB,Professional,Public,303,2014,False
Startup_1079,Food & Beverage,Middle East,SMB,Innovative,Seed,344,2010,False
Startup_1080,Fashion,Middle East,B2C,Creative,Series C,389,2020,False
Startup_1081,Sustainability,Europe,SMB,Playful,Series B,63,2024,True
Startup_1082,Retail,North America,D2C,Trustworthy,Pre-seed,384,2023,True
Startup_1083,Technology,Global,D2C,Bold,Public,139,2013,False
Startup_1084,Retail,North America,SMB,Luxury,Pre-seed,425,2011,False
Startup_1085,Finance,Europe,B2B,Bold,Public,134,2018,True
Startup_1086,Retail,India,D2C,Innovative,Pre-seed,353,2021,False
Startup_1087,Fashion,North America,SMB,Playful,Pre-seed,147,2021,True
Startup_1088,Healthcare,Middle East,SMB,Minimalist,Public,318,2023,True
Startup_1089,Education,Europe,B2C,Professional,Series A,442,2017,False
Startup_1090,Sustainability,North America,B2C,Creative,Public,320,2012,True
Startup_1091,Finance,Global,D2C,Creative,Series C,90,2016,False
Startup_1092,Travel,Global,Enterprise,Innovative,Series B,256,2016,True
Startup_1093,Healthcare,Middle East,SMB,Minimalist,Series C,210,2022,True
Startup_1094,Technology,Asia,B2B,Trustworthy,Public,262,2015,False
Startup_1095,Real Estate,North America,Enterprise,Luxury,Pre-seed,356,2012,False
Startup_1096,Education,Global,SMB,Minimalist,Public,491,2018,False
Startup_1097,Travel,Europe,Enterprise,Professional,Series C,252,2018,False
Startup_1098,Healthcare,Middle East,SMB,Minimalist,Series C,22,2015,False
Startup_1099,Technology,North America,SMB,Bold,Series A,101,2012,True
Startup_1100,Real Estate,Middle East,Enterprise,Playful,Public,276,2013,False
Startup_1101,Fashion,Europe,B2C,Creative,Pre-seed,152,2014,False
Startup_1102,Finance,North America,SMB,Innovative,Seed,326,2018,False
Startup_1103,Finance,Global,D2C,Trustworthy,Series C,162,2012,False
Startup_1104,Travel,Europe,Enterprise,Innovative,Public,389,2018,True
Startup_1105,Retail,India,B2C,Minimalist,Series C,482,2014,False
Startup_1106,Technology,North America,B2B,Playful,Pre-seed,240,2015,False
Startup_1107,Travel,North America,SMB,Playful,Series A,36,2011,True
Startup_1108,Travel,Global,SMB,Innovative,Public,316,2011,True
Startup_1109,Food & Beverage,Middle East,D2C,Playful,Series B,43,2023,False
Startup_1110,Food & Beverage,North America,B2C,Bold,Pre-seed,128,2021,False
Startup_1111,Travel,India,SMB,Playful,Public,219,2021,True
Startup_1112,Finance,Middle East,B2C,Innovative,Series B,358,2011,False
Startup_1113,Travel,Middle East,SMB,Minimalist,Seed,87,2016,False
Startup_1114,Retail,Asia,B2B,Innovative,Series B,204,2022,True
Startup_1115,Retail,North America,D2C,Playful,Series C,50,2020,False
Startup_1116,Travel,Asia,B2B,Bold,Series A,475,2020,True
